5143407.522,4500.404265,3762944.057
5168641.2,25914.19169,3727889.179
5157161.57,43871.88995,3742942.209
5106257.013,29065.67844,3812161.525
5111045.824,40744.67383,3806006.187
5117617.089,14825.56174,3797463.839
5132544.022,10838.51847,3778060.437
5107760.739,33940.18634,3809918.281
5109175.687,41399.12277,3808262.441
5103881.723,41932.05521,3814788.577
5099737.145,36625.82061,3820247.837
5096280.625,38624.09471,3824853.527
5089464.502,42261.47257,3833820.415
5140767.035,60367.19415,3765195.873
5115228.441,79884.00232,3799566.979
5107352.615,85914.57213,3809366.176
5101296.525,74548.06677,3817669.778
5177909.007,121181.7109,3712688.326
