0.35498068,34.83238382,1702.3248
0.047435252,36.37671837,2409.1769
0.289921397,35.98725452,2133.1659
0.490047,36.15714735,1815.7852
0.328797075,36.93181723,2051.0688
0.459394075,36.86113899,2248.9298
0.168661763,36.7648127,2278.7798
0.123675197,36.54435695,2262.5795
0.383374372,36.90735998,1929.8152
0.466707611,36.88747989,2111.2034
0.47282373,36.9631063,1803.3267
0.414141494,37.02507721,1745.4532
0.436883855,37.0768768,1773.6082
0.47841023,37.17817953,1774.5197
0.675404758,36.40528866,1903.2364
0.897319072,36.78963998,2106.9741
0.96633065,36.90228596,1759.4772
0.839853347,36.99499809,1768.6747
1.286789267,34.90149106,1945.8445
1.343256517,35.82080236,1821.8823
